pair_id,customer_tweet_id,customer_msg,brand_reply,created_at
uc_661734,661734,"@Uber_Support Majority of your drivers are rude and off putting. Lately in NYC the cars have been dirty and smelly. Yet I haven't commented on that because I can tell these ppl are struggling with their income. Yet here I am, disrespected.",@196738 We can definitely take a look! Send us a DM with your email address so we can follow up.,Thu Nov 23 00:56:54 +0000 2017
uc_1864065,1864065,"@Uber_Support I'd prefer to have a conversation about this one, no long things. Is there a contact?",@556935 Thanks for reaching out to us about this. Please reach out to us directly using this link https://t.co/balq3Eyso6 and leave a brief note.,Sat Oct 21 00:52:18 +0000 2017
uc_478095,478095,@Uber_Support You should have left the terms as they previously were with UNLIMITED UberPOOL and UberX throughout the City of Chicago and not to a specific destination 😡😡😡🤬🤬🤬,@228585 We see your DM and will be in touch shortly.,Fri Dec 01 12:24:09 +0000 2017
uc_1712595,1712595,@Uber_Support do you know why the multiple destination option is not available to me? The + doesnt show up besides the where to? box.,"@518729 Here to help! To know more about multiple stops, please visit: https://t.co/bo8dqbLieK",Tue Nov 07 02:04:24 +0000 2017
uc_1622505,1622505,Dear @115873: Miami drivers should have Sunpass and take Express Lines always. It is not expensive. Tks,"@387763 Here to help! Follow up here; https://t.co/rU9ajgRSdH, and our team will connect right away.",Tue Oct 17 11:48:28 +0000 2017
uc_2954563,2954563,@Uber_Support Thank you. Email is __email__,"@815682 Thanks for that info, Jaime. We've made an update and you should be set to purchase a ride pass as normal.",Wed Nov 29 19:16:01 +0000 2017
uc_1878171,1878171,@Uber_Support I've emailed &amp; everything through the app. I really to speak to an actual person. I was initially charged $37. Then car charged $72,@560623 We can definitely take a look! Send us a DM with your email address and details so we can follow up.,Thu Nov 16 01:39:37 +0000 2017
uc_1170235,1170235,@Uber_Support now it’s just about getting as many people as possible to know how terrible your customer service is,@395245 Our team is constantly working to improve your experience. Please reach out via https://t.co/Qjn35Ja2k1 so our team can connect directly.,Tue Oct 24 19:26:14 +0000 2017
uc_141531,141531,@Uber_Support I will notify @116827 that your transaction was fraudulent. I will also complain to the Texas AG business fraud section.,"@147930 We absolutely want to follow up right away, Steve. Please send us a DM with your email address so we can connect.",Fri Nov 24 12:08:30 +0000 2017
uc_2593391,2593391,@Uber_Support Just have a human read the tweet &amp; address as appropriate,@734436 We're here to help! Send us a DM with your email address so we can connect.,Fri Nov 17 02:39:41 +0000 2017
uc_532707,532707,@116288 why do you charge customers when your drivers cancel on them? @115873 @Uber_Support And why don't you set up a call Centre - for service in Delhi NCR is going from bad to worse. #cabs #uberdriver #uber,@243399 Here to help. Send us a note at https://t.co/1xM0TJ36sg so our team can connect.,Sat Dec 02 11:19:10 +0000 2017
uc_1872726,1872726,I’m pretty sure my uber Driver is stoned out of her mind. Send help,"@559201 That's definitely not OK, Alan. Please DM us the email address linked to your account and a member of our team will follow up.",Fri Oct 20 04:35:47 +0000 2017
uc_1307721,1307721,No one ever use uber eats they suck missing a bigmac two large fries and 4 drinks for a 62$ order from mcdonalds like fuck off lol,@425588 We're sorry to hear this was your experience. Contact us via https://t.co/ILV7P28gPt and we'll be in touch.,Fri Oct 27 02:17:15 +0000 2017
uc_1655769,1655769,@Uber_Support please ensure I am not charged for any of the cancellations done today. 4 of then denied duty. 2 denied to take @132444,"@505285 Hi Hanish, if you were incorrectly charged a cancellation fee, let us know here: https://t.co/h840Iouehc.",Tue Oct 17 11:43:24 +0000 2017
uc_1347411,1347411,@115877 had to thaw my pita for 20 minutes. Get rid of bike deliveries past august man.,@434210 Hi there! Please send us a note at https://t.co/EGiaYE5JMU and we'll be happy to look into this for you.,Sat Nov 25 21:08:30 +0000 2017
uc_2901146,2901146,@115873 I’m having issue with my account being locked and can’t seem to find some help :/,"@803614 We can definitely take a look! Contact us here; https://t.co/BDlHSjUF9c, so we can help.",Tue Nov 28 18:27:10 +0000 2017
uc_1794401,1794401,Craving dumplings. Help a sister out @115877 👋🏼,"@539220 Head over to https://t.co/IWfScGSb5o, or the app, and search ""dumplings."" Hopefully someone can accommodate you Lisa. Have a great day!",Thu Oct 12 02:42:59 +0000 2017
uc_941111,941111,@115873 1 potential accident.,@343102 We take this very seriously. Please send us a direct message with your email address so we can connect ASAP.,Fri Oct 13 23:53:52 +0000 2017
uc_1353010,1353010,@115873 how do you contact a driver if you left your phone behind?,@435546 Here to help! Get in contact with your driver here; https://t.co/rOtqyWzf0B.,Fri Oct 27 18:13:58 +0000 2017
uc_580934,580934,Also @115873 kindly terminate this driver from your platform too. Since after doing this act which I had quoted below. He said he doesn't care about @1143 he will use Uber. You must not have such drivers. That's the sincere advice from my side. #ola #uber #blogger #entrepreneurs https://t.co/s2CmGFz8ff,@256875 We definitely want to be aware of any issue that takes place on the Uber platform. Our team has located your information and will be in touch via in-app support shortly. We appreciate your patience!,Sun Dec 03 06:11:17 +0000 2017
uc_965402,965402,tonight a @115873 driver took me to an abandoned parking lot and just started circling. i was terrified and called my bandmate on speaker,@349082 Here to help! Send us a note here: https://t.co/yfZfahBCoB and our team will be in touch.,Sat Oct 21 23:15:48 +0000 2017
uc_38905,38905,"@Uber_Support I am already communicating w/someone in your Help department, they are not solving the issue, still trying to charge me $100",@124491 We're so sorry this was your experience. Please send us a DM with your email address so we can assist.,Wed Nov 01 14:56:32 +0000 2017
uc_981274,981274,"Absolutely fuming at @115873, driver cancelled on me and charged me!!","@352667 We're so sorry this was your experience. Please send us a DM with your email address, so we can connect.",Sun Oct 22 14:03:06 +0000 2017
uc_1631383,1631383,@115877 need to figure out how to get my @McDonalds hot or even warm wen it gets delivered.. no1 wants cold chips,@193651 We're sorry to hear this. Please send us a note via https://t.co/OWBkgXcbMl so we can assist you with this.,Sun Nov 05 19:50:03 +0000 2017
uc_2577122,2577122,"@115877 @2350 @139249 Are you just ignoring This, @115877 ? This is a legitimate complaint. One of your drivers, without a full license, driving irresponsibly and active in a threatening manner. Is there another way I should register my complaint?",@155049 That's definitely not okay! Please send us a DM with your email address so we can follow up.,Thu Nov 16 21:32:52 +0000 2017
uc_2862651,2862651,@Uber_Support no!,@795198 Hi there! Please confirm your email address or phone number that is associated with your Uber account and more details about your concern through DM(Direct Message) so we can further assist,Mon Nov 27 23:16:08 +0000 2017
uc_1763370,1763370,@115873 unimpressed when driver cancels fare to get a better one when I can see him,"@530512 That's not what we like to hear, Sharon. Contact us via https://t.co/fS660rQ8NQ and we'll be in touch.",Tue Nov 07 20:45:17 +0000 2017
uc_2880904,2880904,"@186864 I try to use your 11th trip £15 off offer with @Uber_Support but they basically say I don’t qualify as the payment method wasn’t right. Not clear on the promo at all! Uber refuse to help, can you guys step in? https://t.co/QZEbCQFrd0",@798917 We've followed up via DM.,Tue Nov 28 08:14:13 +0000 2017
uc_54493,54493,"@Uber_Support @115873 trying to use first free ride, wont work at all, please help, have all account information like cards linked as well.","@128343 Here to help! Send us a note here, https://t.co/lqVgKo4ZO3 and our team will follow up.",Wed Nov 01 18:31:39 +0000 2017
uc_2420421,2420421,@Uber_Support This has put me into my overdraft! Please can someone sort this out,@695292 We're here to help! Send us a DM with your email address so we can assist.,Sun Oct 29 12:51:47 +0000 2017
uc_864570,864570,@Uber_Support ... to send to each rider?,@325336 We'd be happy to follow up right away! Please send us a DM with your email address so we can take a look at this for you.,Fri Oct 20 23:01:08 +0000 2017
uc_1456875,1456875,"Anyone out there @115873, @Uber_Support? $218 for an $8 fare and help doesn't seem to care... may be switching to @115879","@458136 Happy to help, Julie. Can you DM us your email address associated with your Uber account so we can follow up?",Mon Oct 16 19:23:45 +0000 2017
uc_2083461,2083461,@150 @Uber_Support Can some1 in SF please take a 2nd look at my case? Driver didn't have FastTrak (big no-no for BayArea driver) didnt tell me til already @ Bay Bridge toll. Arrived 1hr late to destination than Uber estimated arrive time. Missed flight. Just asking for refund,@616178 Here to help. Send us a note at https://t.co/y4EDPcVZOI so our team can connect.,Wed Nov 08 05:39:26 +0000 2017
uc_1250057,1250057,@Uber_Support I’m not getting any promotions/driving incentives weekly? What email do I send my inquiry to? Thanks,"@413296 Happy to assist, Stephen. Please submit the details of your concern at the following link - https://t.co/IkmGv8vEZk.",Mon Oct 16 15:08:09 +0000 2017
uc_457953,457953,@Uber_Support I have completed 3 trips and have not been paid for any of them,@225876 Thanks for reaching out. Our team is aware of this issue. We're sorry for any inconvenience this has caused We've advised all drivers of this issue here - https://t.co/OzxT2aQEtb - and we appreciate your patience as we work to resolve it as quickly as we can.,Fri Dec 01 03:15:58 +0000 2017
uc_2115948,2115948,Man @115873 sucks. Mine just completely avoided the GPS and took a longer route to make it more expensive. Called him out &amp; ended the trip.,"@623743 We apologize for the trouble! Send us a note here, https://t.co/y4EDPcVZOI, and our team will follow up.",Thu Oct 19 05:31:06 +0000 2017
uc_1370882,1370882,@Uber_Support you guys should have a feature where we can rate the other riders we share a pool with...,"@439104 We're here to help! Send us a note here, https://t.co/kUyzFAuBFV and our team will be in touch.",Fri Oct 27 23:12:50 +0000 2017
uc_1857731,1857731,"Got a new phone, installed @115873, won’t let me register because i already have an account? I think your on boarding is busted :/",@555530 Here to help. Send us a note at https://t.co/mSBDsMUeID so our team can connect.,Thu Oct 19 13:18:44 +0000 2017
uc_1811748,1811748,@115873 it is disgusting how your customer service is handling unauthorized charges on people’s accounts! #fraud,@544316 Thanks for reaching out to you about this. We see your support inquiry. We will be passing this info along to the appropriate team.,Sun Oct 15 00:07:26 +0000 2017
uc_1808022,1808022,@115873 why isn't your app notifying me of drivers' arrivals? And also why are their maps giving longer routes than needed?,"@460015 If you would like us to look into this further, can you fill out the 4 boxes at the bottom of this page: https://t.co/zUe0dj6yoX",Sat Oct 14 14:26:35 +0000 2017
uc_1158107,1158107,@Uber_Support you guys charged me three times. AND I DIDNT EVEN GET AN UBER,@392432 Happy to take a look! Send us a note via https://t.co/dInR3racif so our team can connect.,Tue Oct 24 16:11:21 +0000 2017
uc_2925953,2925953,"@809567 @115873 I was on my way home in a regular cab. Mans canceled ride 20 minuets afterwards. Then I was automatically linked to another uber ride, where I was then hit with another 5 dollar fee. https://t.co/pdHTrYmI0f",@809566 We can take a look! Send us a note via https://t.co/e8HVorX5rh so our team can get in touch.,Wed Nov 29 03:50:13 +0000 2017
uc_2361988,2361988,My @115873 driver is driving like he's in a go kart. He's basically the go cart driver who takes turns at full speed and isn't scared to crash.,@682025 That doesn't sound right! Send us a note via https://t.co/yfZfahBCoB so our team can connect.,Mon Nov 13 21:04:55 +0000 2017
uc_1633287,1633287,@115873 I reported some riders yesterday about the racism and https://t.co/hFHrnBu3IX could i know the desicison uber made?,"@499723 Hey, Ozan. We've reached out via DM regarding your concern. Please check your inbox for our response.",Sun Nov 05 19:53:41 +0000 2017
uc_1240130,1240130,@115873 need serious help trying to pre schedule a ride for tomorrow morning but keep getting error message,"@410888 Here to help! For more info, please click here: https://t.co/VYt9zqEmr3",Wed Oct 25 22:02:05 +0000 2017
uc_1670319,1670319,@115873 I mistakenly gave my awesome drive 4 instead of the 5 stars he diserved. Even tipped him. How can I fix this??,@445291 Hi there! Find more info here; https://t.co/M1RhRwgiRE. Please let us know if you have any other questions or concerns.,Mon Nov 06 12:46:29 +0000 2017
uc_2221260,2221260,Mad as hell with @115873 @87620 @Uber_Support for not having more ways to get back or communicate for forgotten items with no phone services available and on top charging a 15 dollar fee... ridiculous. Mad at myself for even having to go through this,@648763 We've followed up via DM!,Fri Nov 10 13:21:21 +0000 2017
uc_552620,552620,@Uber_Support I didn't receive any resolution regards to my query???,"@248867 After reviewing your account, we do show that someone in the appropriate team has responded back to you via the in-app help section and via your email address associated with your Uber account. Please visit us there.",Sun Dec 03 12:59:35 +0000 2017
uc_1984201,1984201,@Uber_Support I can’t change my phone number,@587330 Please visit https://t.co/RY2a0oDSbF to send us a note. From there a member of our team will be in touch. JP,Wed Oct 18 16:59:06 +0000 2017
uc_669787,669787,FU @115873 . 2 driver already cancel the fucking trip after im waiting for more than 10mins each. Seriously Fuck You https://t.co/MNJqe8gygg,@279747 We're sorry to hear this was your experience. Contact us via https://t.co/e8HVorX5rh and we'll be in touch.,Thu Nov 23 05:27:31 +0000 2017
uc_1577582,1577582,@Uber_Support sorry I did not receive any email recently. __email__,@485920 Hi! Our team works to respond to each individual inquiry. We see your outreach and a member of our team will be following up to assist you.,Fri Oct 20 11:45:22 +0000 2017
uc_2893919,2893919,@Uber_Support I already did it! :(,@802045 Here to help! Can you please provide us your email address? From there we'll be able to assist further.,Tue Nov 28 15:56:31 +0000 2017
uc_462567,462567,@Uber_Support please call me at (901) 440-9726. I have an emergency,"@224936 At this moment, we don't offer phone support for these issues. We're sorry for any inconvenience. Visit this link https://t.co/balq3Eyso6 so our team can assist.",Fri Dec 01 02:43:08 +0000 2017
uc_2582014,2582014,It’s mad how I can literally see the McDonald’s from my bedroom window but @115877 won’t deliver it to my house,@731767 You can see our hours and delivery area at https://t.co/P4mEOOIdr4,Thu Nov 16 22:59:46 +0000 2017
uc_1718748,1718748,@Uber_Support You reinforced my mistrust in your company to the point I tell people not to use you. Get a grip because you're embarrassing at this point.,"@520366 Sorry to hear that, but we appreciate your feedback. Our team is constantly working to improve your experience.",Tue Oct 17 18:34:14 +0000 2017
uc_2167813,2167813,@115873 my driver canceled on me and I was charged $5. #wth,"@636114 Here to help, Michael! Send us a note here, https://t.co/h840Iouehc, and our team will follow up.",Sun Oct 29 04:08:16 +0000 2017
uc_2923045,2923045,"@Uber_Support Kindly, resolve the issue asap as it has already been 48 hours and the problem still exist",@808913 We can assure you a member of our team will be in touch via email asap. Thank you for your patience.,Wed Nov 29 02:48:00 +0000 2017
uc_2821266,2821266,@Uber_Support A driver cancelled on me on another trip and they never reached my location. I was then charged another cancellation fee.,@420618 We're here to help! Send us a DM with your email address so we can connect.,Mon Nov 27 07:06:56 +0000 2017
uc_109125,109125,@Uber_Support got charged wait fee for ride where driver wouldn't come to us. Sat over a block away and wouldnt move at all please waive!!,@140222 Let's take a closer look! Send us a note via https://t.co/0EPvSCxL8A so our team can follow up.,Thu Nov 23 19:49:16 +0000 2017
uc_1536367,1536367,"Really upset with @115877 for delivering a wrong order. I paid and didn't eat, thanks a lot.",@476366 Here to help. Send us a note at https://t.co/Tq0sPMsSdu so our team can connect.,Sat Nov 04 00:29:31 +0000 2017
uc_63263,63263,@115877 Just tried @115877 and they got my order wrong AGAIN. 3 our of 4 orders now have been wrong.,@130519 Will you please DM us with your email address associated with your account and the order details? We'll look into it.,Wed Nov 01 21:21:39 +0000 2017
uc_177051,177051,"Hi @Uber_Support I forgot My phone in my car in a Ride in Lima Peru, Who can I contact ? the driver is not answering",@157672 We’re here to help! Send us a note via https://t.co/oY5vj3NqP3 and we'll be in touch.,Sat Nov 25 00:53:08 +0000 2017
uc_1542745,1542745,@Uber_Support I’ve been through that three times now and no one has replied!,@477954 We're here to help! Send us a DM with your email address so we can follow up.,Fri Nov 03 23:16:12 +0000 2017
uc_2414662,2414662,"@Uber_Support @148768 sold me a dream and cancelled my order, won't be dealing with either again https://t.co/VH6knMtxu2","@694075 Demand is very high today, but we'll try our best to get a some doughnuts your way soon.",Tue Nov 14 14:36:22 +0000 2017
uc_1946853,1946853,1/2 Unethical thing hpnd Uber driver took cash despite of payment deducted from Uber credits.I paid without check app @115873 @Uber_Support,@578541 Sorry to hear about the troubles. Please DM us the email address linked to your Uber account so we can look into this for you.,Mon Oct 30 12:00:06 +0000 2017
uc_2255882,2255882,Ordered surprise dinner for someone and they’re saying they never got I️t. It’s saying delivered on the app @115877,"@657040 Sorry for the trouble! Send us a note here, https://t.co/nFTc4ODH3P and our team will be in touch.",Fri Nov 10 23:56:53 +0000 2017
uc_2597191,2597191,"hey just wanna tell how shady @115873 drivers are, charging intoxicated people a cleaning fee for throwing up when it never happened (Phoenix). Maybe take @115879 , hopefully that doesn't happen there.",@735355 Here to help! Connect with us through https://t.co/zUe0dj6yoX and we'll be in touch.,Fri Nov 17 04:28:28 +0000 2017
uc_2000797,2000797,@115873 any chance of a contact email so I can send a disgruntled email from a horrible Uber experience,@591625 Hi there! You may write in your concern to https://t.co/zUe0dj6yoX and fill out the 4 boxes at the bottom so we can get in touch.,Fri Nov 03 01:08:54 +0000 2017
uc_1901707,1901707,So @115877 cancel my order then I go outside my house to find this....please explain why I must pick up your rubbish when you didn't bother delivering my food https://t.co/WiGHbZnqcg,@566748 Sorry to hear about that! Send us a DM with your email address so we can connect.,Sun Nov 26 08:48:36 +0000 2017
uc_300716,300716,"@Uber_Support Yeah, it doesn't work. There's no button where there's supposed to be next to the ""where to?"" field.",@187703 We want to follow up. Can you please send us a DM with your account email address? https://t.co/sd7yH5AX3h,Fri Oct 06 20:39:05 +0000 2017
uc_492329,492329,Excuse meeee @115873 @Uber_Support I took so many rides last month and still haven't gotten offered an uber pass 😢,@232341 Hi there! Find out more info about ride pass on this link; https://t.co/3h8wdQ4EJK,Fri Dec 01 17:17:51 +0000 2017
uc_2733010,2733010,@115873 blocking my driveway WA license BEW8530. MOVE CAR!,@766066 We absolutely want to follow up right away. Please send us a DM with your email address so we can connect.,Mon Nov 20 15:57:13 +0000 2017
uc_2031364,2031364,@115873 your help desk is terrible. Still can’t get help with my payment issue. All I want to do is use you but you make it so hard,@600661 So sorry about the trouble! Please send us a DM with your email address so we can connect.,Wed Oct 18 21:49:21 +0000 2017
uc_1279125,1279125,"@Uber_Support Travelled a few days back with uber, the driver collected additional 150 rupees from me apart from the bill. https://t.co/O9adjVAZ8S","@419314 Hey, Ashwani. DM us your Uber email, phone #, and further details of your concern so we can better assist. https://t.co/sd7yH5jmbJ",Sun Oct 22 14:56:56 +0000 2017
uc_1852925,1852925,"Just as I was thanking @196983 for being on my company's panel, @115873 charges me $105.00 more than what I was supposed to be charged!","@554494 We absolutely want to review this charge for you, Lana! Please DM us your email address + the trip details so we can investigate ASAP.",Thu Oct 19 01:38:02 +0000 2017
uc_481046,481046,@115873 @116288 Twice canceled by driver https://t.co/fnKmpMgDo1,@229339 We're sorry to hear this was your experience. Contact us via https://t.co/e8HVorX5rh and we'll be in touch.,Fri Dec 01 13:41:17 +0000 2017
uc_835581,835581,@Uber_Support Unfortunately I didn't get one before I unlocked and it dissapeared. It had an emoji of an animal.,@318925 We reached out to you via DM.,Fri Oct 13 16:58:21 +0000 2017
uc_716102,716102,Nothing like being in an @115873 accident to get your blood pumping and your clothing soaked in a downpour waiting for a cab.,"@291360 We need to connect, Rebecca. Please DM the email address to your Uber account so we follow up. https://t.co/sd7yH5jmbJ",Tue Oct 10 23:52:33 +0000 2017
uc_2402516,2402516,I have the stupidest @Uber_Support driver ever 5 minute journey has now taken me £20 I want a refund,@415273 Here to help! Send us a note via https://t.co/fS660rQ8NQ so our team can get in touch.,Tue Nov 14 13:52:19 +0000 2017
uc_1590040,1590040,Oh yeah I forget to tell y’all after my fiasco with @115873 they gave me a $5 credit even though I paid they uber driver $15 😕,@169930 Happy to help. Please send us a DM of the email address connected to your account and more details so we can further assist.,Sat Nov 04 23:48:48 +0000 2017
uc_364842,364842,"@202426 @Uber_Support @115873 UBER, when I was in a cab the last time, my driver was watching a YouTube video while driving. I told him to shut it, he said nahi thokunga","@316304 Sorry to hear that, Kundan! Please reach out here so we can follow up: https://t.co/fS660rQ8NQ",Sun Oct 08 19:29:45 +0000 2017
uc_924597,924597,@Uber_Support My aaccount ：9652930055，could you help me check up why my account wasclosed？,"@339417 Thanks for providing us with your account information, Ming. Our team has followed up with you in-app via the Help tab.",Sat Oct 21 12:18:48 +0000 2017
uc_492360,492360,@115877 why this much difference? I am hungry here https://t.co/ugVQKJLmcX,@232350 Here to help! Send us a note via https://t.co/pqZPVbpZRI so our team can get in touch.,Fri Dec 01 17:01:20 +0000 2017
uc_1603148,1603148,@41821 waited 2hrs in non moving @115873 line after Derby..1 car per half hr for 400 ppl. Went 2Taxi stand-same! 🚊stopped ppl fainting,"@492011 Here to help! Send us a note here, https://t.co/e8HVoseGiP, and our team will follow up.",Sun Nov 05 07:21:58 +0000 2017
uc_781311,781311,@115873 drivers in Punjab are really unprofessionals. This guy here is taking with his girl friend while I’m in car. Not sure how they work,"@306535 We can definitely take a closer look! Contact us here; https://t.co/fS660rQ8NQ, so we can help.",Thu Oct 12 06:28:15 +0000 2017
uc_1911676,1911676,The experience with @115873 in Bangkok is starting to be the same as with regular taxis. 3 rides this week: 1 grumpy driver and 2 who cancelled once they knew the destination.,@569460 Here to help! Send us a note via https://t.co/h840Iouehc and we'll be in touch.,Sun Nov 26 09:08:41 +0000 2017
uc_1257176,1257176,"My Uber driver was pulled over and he turned to me and said ""bro tell him we are friends, do not tell him you are an Uber passenger""","@414603 Hi, Paul. We'd like to connect further on this, please DM us your email address on your account and details to this trip.",Thu Oct 26 06:55:16 +0000 2017
uc_2627838,2627838,"@Uber_Support I tried to add two different cards for payment but get message that there’s a payment issue and they can’t be accepted. I scanned and added manually, same results. Both are good cards. This is really tiresome.",@433197 Here to help! Send us a note here; https://t.co/yqIhbGRNqi and our team will be able to assist!,Fri Nov 17 17:07:09 +0000 2017
uc_146866,146866,Dear @Uber_Support my driver lied in a report and said I spilled things in the back of the car and so Uber charged me a $150 cleaning fee. What is the meaning of this!?!,@149344 Here to help! Send us a note via https://t.co/a6RfeBkKmr so our team can connect.,Thu Nov 23 18:06:42 +0000 2017
uc_2444091,2444091,"Oh I did, and got the most BS, reply I have ever had. Having been the 2nd time @115877 has cost me not getting a lunch, and with the reply ""Oh it happens"" You have lost a customer. https://t.co/kcebpQ5Ypd",@138942 We can definitely take a closer look! Please send us a DM with your email address so we can follow up.,Fri Dec 01 13:42:23 +0000 2017
uc_1175463,1175463,@Uber_Support I’ve been doing ubereats for 4 months without trip bonuses. Why don’t I have it?,@396506 We've responded via DM!,Sun Oct 15 13:32:10 +0000 2017
uc_36707,36707,"@115877 Hi, when I try to use my credit it says something went wrong in getting your promotions",@413222 Here to help! Send us a note here; https://t.co/iMxFJdr4fj and our team will be able to assist!,Thu Oct 26 02:19:45 +0000 2017
uc_1873001,1873001,@Uber_Support @30530 It’s really awesome that your drivers have been requested and then canceling rides for the last 30 minutes.,"@559266 That doesn't sound right, Alex. Please send us a note at https://t.co/qHI8xcEDUm and a member of our team will follow up.",Fri Oct 20 04:56:23 +0000 2017
uc_2078989,2078989,Just had the worst @115877 experience 👎🏼👎🏼👎🏼 and there’s no number to call or even communicate with anyone 🙄,@614866 We'd be glad to help! Please DM us your email address on your account and order details and we'll follow up.,Thu Oct 19 01:02:12 +0000 2017
uc_83608,83608,"Seriously, @115873 @134365 @Uber_Support ?? The driver has to go back for me after dropping off someone past my location? This is not the first time. Your driver assignment algorithm is fucked. I am never assigned someone without a drop off anymore. It caused longer wait times! https://t.co/PBrttm1HAi","@134364 Send us a note here; https://t.co/WFtPA6RjWt, and our team will be able to help!",Thu Nov 30 13:43:43 +0000 2017
uc_1868964,1868964,@Uber_Support someone please call me about my Uber eats order,"@558249 Sorry to hear about the trouble, Erica. Please DM us with the email linked to your account and further details; we'll get a closer look!",Sat Oct 21 00:06:35 +0000 2017
uc_2973930,2973930,@Uber_Support Driver left me waiting for 30 minutes at Newark Airport. Just wanted to tell you that I’m done being a client. Lyft driver picked me up in 5 minutes,@820191 Sorry to hear about that! Can you please contact us via https://t.co/e8HVoseGiP so our team can connect?,Thu Nov 30 02:11:42 +0000 2017
uc_2408925,2408925,"@Uber_Support @115877 has crashed, really not happy",@692673 Sorry to hear that! Demand is very high today. We're working hard to get Krispy Kreme to as many people as possible. Please keep trying.,Tue Nov 14 14:30:08 +0000 2017
uc_1591148,1591148,I'm pretty sure my @115873 driver is upset we're heading to the burbs and as retribution is now trying to hotbox the Demogorgan out of me.,"@283330 Here to help! Send us a note here, https://t.co/fS660rQ8NQ and our team will follow up.",Sun Nov 05 00:07:43 +0000 2017
uc_2269725,2269725,"@Uber_Support hi i've just ordered and the address i delivered to is completely wrong as the app thought i was in a different location, what do i do?",@660451 Here to help! Can you please send us a DM with your email address so we can assist?,Sat Nov 11 10:22:17 +0000 2017
uc_302357,302357,Nothing like calling a nice old lady with a ton of groceries an Uber to get home only to get scammed by the driver. Thanks y’all @115873,@188147 We’re here to help! Send us a note here: https://t.co/fS660rQ8NQ and our team can assist.,Fri Oct 06 21:35:05 +0000 2017
uc_1211831,1211831,"@115873 My husband left his phone in one of your drivers cars’ late last night, and has been trying to contact him with no luck.",@404430 Please have the account holder reach out via https://t.co/VRGZX0s7tO. A member of our team will follow up as soon as possible.,Wed Oct 25 12:17:11 +0000 2017
uc_104085,104085,@Uber_Support I need help! your contact driver function is not working and I left my phone in my uber - I can't even make the initial connection or get to the drivers voicemail via the website - please help ASAP!,@138944 We see your outreach and a member of our team will be following up via email as soon as possible. We appreciate your patience.,Thu Nov 30 17:51:56 +0000 2017
uc_1916580,1916580,"Shoutout to @115873 for telling my best friend TOO BAD when she left her iPhone in an Uber, and the driver immediately turned off his location...#terriblecustomerservice","@570861 Due to our privacy policy, we will have to speak directly to the account holder. Please have them contact us via https://t.co/balq3Eyso6.",Thu Oct 26 06:02:30 +0000 2017
uc_381034,381034,"@115877 Hey, Out order came it was very wrong. Can't find a way to resolve this through the app. Thanks :)",@206365 Lets look further into this! Please DM us the email address linked to your Uber account and more details so we can connect.,Fri Sep 29 22:25:05 +0000 2017
uc_1130056,1130056,@Uber_Support really? https://t.co/bBHWi92847,@386341 Please connect with us at https://t.co/XijNMfvSmO so we can follow up.,Sat Oct 14 14:32:46 +0000 2017
uc_2366474,2366474,@115877 just messed my order up so badly and now I'm stuck with food I'm allergic to and have to just straight up order new food because they won't make it right. People are straight dumb as shit,@683132 Here to help! Send us a note via https://t.co/qLzKaGQcAg so our team can connect.,Mon Nov 13 22:45:49 +0000 2017
uc_100107,100107,@Uber_Support :( I left my keys in the car &amp; my driver isn’t contacting me back. Please help!!,@137935 We can take a look! Send us a DM with your email address so we can follow up.,Thu Nov 30 16:49:59 +0000 2017
uc_1158104,1158104,"How tricky, been more than 2 hours and the timer just stopped at 1hr. Still no reply, alright. @Uber_Support #UberEATs https://t.co/L2ZeRH7nII",@389173 We have received your DM and will follow up there. Thanks!,Tue Oct 24 14:34:08 +0000 2017
uc_2851374,2851374,"wow @115877 , u guys really let me down today. I dont know what to to do with y'all.. it'll be 2 hours of waiting for a meal at 12:30 without a delivery. 🖕🖕🖕🖕🖕🖕🖕",@792811 Sorry to hear that! Please send us a note here; https://t.co/nFTc4ODH3P and our team will get in touch to assist.,Mon Nov 27 19:42:57 +0000 2017
uc_599420,599420,I am upset with @115873 I've been charged $36 for a trip that I normally pay $11-$15. Something isn't right I feel cheated taken advantage of.,@262192 Here to help! Follow up here - https://t.co/6IqAxVj2X4 and our team will connect right away.,Sun Dec 03 20:24:55 +0000 2017
uc_284997,284997,@Uber_Support locked me out my account putting new card in! i just want FOOD,@183904 Thanks for letting us know. We'll be in touch with you via DM shortly.,Fri Oct 06 07:01:43 +0000 2017
uc_1542034,1542034,@Uber_Support The driver didn't pick us up but started the ride so I was charged! Wtf?,@419151 Here to help! Please send us a note at https://t.co/e8HVorX5rh and we'll be happy to look into this for you.,Fri Nov 03 22:43:41 +0000 2017
uc_2807622,2807622,@Uber_Support I emailed support but no response. The debit card you alleged was fraudulent is in my possession and I am using my account so wtf,@154048 We see your outreach and a member of our team will be following up via email as soon as possible. We appreciate your patience.,Wed Nov 22 04:33:58 +0000 2017
uc_2568583,2568583,@115873 @Uber_Support @821 SOMEONE MAKE THIS STOP I’ve texted STOP since October 22nd STOP THIS NOW https://t.co/D4dMEaKgRj,"@728550 Happy to help! Send us a note here, https://t.co/fyn3pRpCG3 and our team will follow up.",Mon Oct 30 15:42:00 +0000 2017
